product_time,automaton_size,fst_size
0.0004439353942871094,2,7
0.0008842945098876953,3,6
0.0038123130798339844,5,9
0.0036919116973876953,5,9
0.0067596435546875,5,12
0.0020422935485839844,6,7
0.00043010711669921875,2,7
0.0022039413452148438,6,7
0.0015172958374023438,4,7
0.00081634521484375,1,9
0.0007917881011962891,1,9
0.0005176067352294922,1,9
0.0005061626434326172,2,9
0.0004634857177734375,2,9
0.0009124279022216797,2,9
0.0008821487426757812,2,9
0.00095367431640625,2,9
0.0013437271118164062,3,7
0.0011320114135742188,2,7
0.0008573532104492188,2,9
0.0008709430694580078,2,9
0.0008792877197265625,2,9
0.00055694580078125,3,7
0.0005116462707519531,2,7
0.00041675567626953125,3,5
0.0007431507110595703,3,16
0.001130819320678711,4,6
0.0014824867248535156,6,6
0.0006022453308105469,3,5
0.0009665489196777344,3,16
0.0014586448669433594,4,6
0.0014832019805908203,6,6
0.0002906322479248047,1,5
0.0008993148803710938,1,16
0.0007760524749755859,2,6
0.0009002685546875,2,6
0.0001289844512939453,1,5
0.0005478858947753906,1,16
0.0003559589385986328,2,6
0.0007455348968505859,2,7
0.00011610984802246094,1,5
0.0003821849822998047,1,16
0.0003466606140136719,2,6
0.00041484832763671875,2,6
0.0059435367584228516,13,16
0.0031392574310302734,13,6
0.0031087398529052734,14,9
0.0030651092529296875,14,9
0.003449678421020508,14,9
0.001413106918334961,13,5
0.001062154769897461,13,16
0.0016965866088867188,13,6
0.004457950592041016,14,7
0.002398252487182617,14,7
0.0006415843963623047,2,7
0.00045490264892578125,2,6
0.0006263256072998047,3,9
0.0006091594696044922,3,9
0.001348257064819336,3,10
0.0005900859832763672,3,7
0.0006544589996337891,2,7
0.0005941390991210938,3,7
0.001001596450805664,2,7
0.00048828125,2,9
0.0004506111145019531,2,9
0.00045418739318847656,2,9
0.0004296302795410156,3,7
0.0005049705505371094,2,7
0.0017049312591552734,1,10
0.0012354850769042969,3,9
0.001005411148071289,3,9
0.001659393310546875,3,10
0.0012543201446533203,4,7
0.0004935264587402344,2,7
0.0008423328399658203,4,7
0.0005877017974853516,2,7
0.0011556148529052734,3,9
0.0011072158813476562,3,9
0.0011219978332519531,3,9
0.0010230541229248047,4,7
0.0005245208740234375,2,7
0.0007221698760986328,1,10
0.0011289119720458984,3,9
0.0011322498321533203,3,9
0.0007624626159667969,1,9
0.0005016326904296875,2,9
0.0004608631134033203,2,9
0.0004665851593017578,2,9
0.00014448165893554688,1,5
0.00041174888610839844,1,16
0.0003619194030761719,2,6
0.0004363059997558594,2,6
0.00048828125,3,7
0.0009915828704833984,2,7
0.00017404556274414062,1,6
0.0005533695220947266,2,9
0.0005300045013427734,2,9
0.0009312629699707031,2,10
0.0004830360412597656,3,7
0.0004229545593261719,2,7
0.000457763671875,3,7
0.0007729530334472656,2,7
0.0005466938018798828,2,9
0.0004642009735107422,2,9
0.00023674964904785156,2,5
0.0004451274871826172,3,7
0.0004360675811767578,2,7
0.0004336833953857422,3,7
0.0006184577941894531,2,7
0.0005695819854736328,2,9
0.0005707740783691406,2,9
0.00044918060302734375,1,5
0.0011370182037353516,2,7
0.0013077259063720703,2,7
0.0011248588562011719,1,9
0.0004405975341796875,1,9
0.0004584789276123047,2,9
0.0005099773406982422,1,9
0.0005633831024169922,2,9
0.0005829334259033203,2,9
0.0004763603210449219,2,9
0.00024271011352539062,1,5
0.000385284423828125,1,16
0.0003445148468017578,2,6
0.002201080322265625,2,10
0.0004963874816894531,3,7
0.0004899501800537109,2,7
0.00012731552124023438,1,5
0.0003879070281982422,1,16
0.0003533363342285156,2,6
0.0020995140075683594,2,10
0.0048291683197021484,4,13
0.007916450500488281,22,9
0.0041751861572265625,22,9
0.006277322769165039,22,9
0.0025725364685058594,22,7
0.0004935264587402344,2,7
0.006287336349487305,23,9
0.006395816802978516,23,9
0.00405120849609375,23,11
0.0025577545166015625,23,7
0.0015015602111816406,2,7
0.0068051815032958984,23,7
0.0018105506896972656,3,7
0.003520488739013672,16,9
0.0035533905029296875,16,9
0.002362489700317383,16,7
0.0023894309997558594,16,7
0.007765769958496094,23,9
0.006521940231323242,23,9
0.0068225860595703125,23,9
0.0042226314544677734,23,7
0.0006990432739257812,2,7
0.0034699440002441406,23,7
0.007523775100708008,10,7
0.0013415813446044922,3,6
0.0005712509155273438,4,9
0.0010454654693603516,2,6
0.0005400180816650391,3,9
0.0006918907165527344,3,9
0.000507354736328125,2,6
0.0005171298980712891,3,9
0.0005617141723632812,3,9
0.00419306755065918,22,9
0.005626201629638672,22,9
0.03987741470336914,22,5
0.002362966537475586,22,7
0.0005130767822265625,2,7
0.01278996467590332,22,7
0.0014407634735107422,2,7
0.0012149810791015625,5,9
0.0011379718780517578,5,9
0.0009944438934326172,5,7
0.0006034374237060547,6,7
0.0068187713623046875,24,9
0.004724025726318359,24,9
0.005000114440917969,24,9
0.004586458206176758,23,14
0.0050318241119384766,24,7
0.000514984130859375,2,7
0.0028967857360839844,24,7
0.0006766319274902344,2,7
0.0037298202514648438,19,9
0.0036466121673583984,19,9
0.0034706592559814453,19,9
0.0012154579162597656,18,11
0.0022401809692382812,19,7
0.0005176067352294922,2,7
0.002192258834838867,19,7
5.7220458984375e-05,1,7
0.0011377334594726562,16,11
0.003371715545654297,19,9
0.0035605430603027344,19,9
0.0034723281860351562,19,9
0.0011637210845947266,19,11
0.0014519691467285156,17,11
0.002140045166015625,19,7
0.00048804283142089844,2,7
0.003195524215698242,19,7
6.580352783203125e-05,1,7
0.001428365707397461,11,9
0.0014843940734863281,11,9
0.0015225410461425781,11,9
0.0011277198791503906,11,7
0.0004966259002685547,2,7
0.0005173683166503906,10,9
0.0015211105346679688,11,9
0.0015017986297607422,11,9
0.0015320777893066406,11,9
0.0006742477416992188,10,25
0.0010924339294433594,11,7
0.0004782676696777344,2,7
0.0012810230255126953,11,7
0.000751495361328125,4,7
0.0005779266357421875,1,9
0.0005159378051757812,2,9
0.0005767345428466797,2,9
0.0005304813385009766,2,9
0.00018787384033203125,1,5
0.0006449222564697266,1,16
0.0005555152893066406,2,6
0.0006558895111083984,2,6
0.0005230903625488281,3,7
0.0005049705505371094,2,7
0.00013780593872070312,1,5
0.0004112720489501953,1,16
0.0003724098205566406,2,6
0.0004398822784423828,2,6
0.012581825256347656,37,9
0.0009076595306396484,3,5
0.0006382465362548828,1,9
0.0006222724914550781,1,9
0.0004715919494628906,2,7
0.009105682373046875,101,7
0.0006575584411621094,1,9
0.0005586147308349609,7,9
0.0008475780487060547,7,9
0.0006959438323974609,2,5
0.0013861656188964844,2,16
0.000621795654296875,2,6
0.000713348388671875,2,6
0.0002987384796142578,2,5
0.0005834102630615234,2,16
0.0004467964172363281,2,6
0.0005071163177490234,2,6
0.0010957717895507812,4,9
0.001081228256225586,4,9
0.001004934310913086,4,9
0.0007500648498535156,3,6
0.0008969306945800781,4,7
0.0005872249603271484,2,7
0.000885009765625,4,7
0.0008628368377685547,2,7
0.00015163421630859375,1,5
0.0007789134979248047,1,9
0.0008087158203125,1,9
0.0005986690521240234,2,7
0.00047087669372558594,2,7
0.0007088184356689453,1,9
0.0007035732269287109,1,9
0.0007297992706298828,1,9
0.0028197765350341797,1,21
0.0032813549041748047,8,9
0.0005512237548828125,2,7
0.00048422813415527344,2,7
0.011247873306274414,19,9
0.007396697998046875,20,9
0.007222890853881836,20,9
0.006789684295654297,20,7
0.005577802658081055,12,7
0.0005388259887695312,2,9
0.0006732940673828125,2,9
0.0001914501190185547,2,5
0.0004260540008544922,3,7
0.0004782676696777344,2,7
0.0005702972412109375,3,7
0.0005967617034912109,2,7
0.0005948543548583984,2,9
0.0005984306335449219,2,9
0.0006093978881835938,2,9
0.0022110939025878906,2,21
0.0013761520385742188,9,9
0.0004611015319824219,3,7
0.00048613548278808594,2,7
0.0009145736694335938,6,5
0.003377676010131836,6,9
0.003206491470336914,6,9
0.0034296512603759766,6,9
0.00704646110534668,6,29
0.0016007423400878906,7,7
0.00046062469482421875,2,7
0.0017001628875732422,7,7
0.0022399425506591797,13,7
0.005852699279785156,12,9
0.00739288330078125,12,9
0.0008585453033447266,6,5
0.0032160282135009766,6,9
0.0036606788635253906,6,9
0.0031800270080566406,6,9
0.006842136383056641,6,29
0.0015108585357666016,7,7
0.0004608631134033203,2,7
0.0015096664428710938,7,7
0.0019528865814208984,13,7
0.00576329231262207,12,9
0.00588536262512207,12,9
0.006052970886230469,12,9
0.001535177230834961,11,21
0.0017850399017333984,13,7
0.0005228519439697266,2,7
0.002063751220703125,13,7
0.004163026809692383,9,7
0.0006170272827148438,4,5
0.0008473396301269531,2,9
0.0007975101470947266,2,9
0.0065076351165771484,13,9
0.0034990310668945312,14,9
0.0034265518188476562,14,9
0.0021343231201171875,14,5
0.0024802684783935547,14,7
0.0005037784576416016,2,7
0.0025153160095214844,14,7
0.0006401538848876953,2,7
0.002216339111328125,11,9
0.002010822296142578,11,9
0.002826690673828125,11,10
0.0017867088317871094,11,7
0.0004703998565673828,2,7
0.0019795894622802734,11,7
0.0006496906280517578,2,7
0.0006673336029052734,1,9
0.0006306171417236328,1,9
0.0007550716400146484,2,7
0.001100778579711914,3,7
0.0026335716247558594,15,10
0.0004165172576904297,4,5
0.0009891986846923828,3,9
0.000865936279296875,3,9
0.0002677440643310547,3,5
0.0004990100860595703,4,7
0.00045037269592285156,2,7
0.00047969818115234375,4,7
0.0006155967712402344,2,7
0.0005636215209960938,2,9
0.028894901275634766,2,9
0.0008211135864257812,3,7
0.0008437633514404297,3,7
0.006500244140625,40,5
0.09842085838317871,40,9
0.1018984317779541,40,9
0.10584211349487305,40,9
0.02011704444885254,40,73
0.01731419563293457,41,7
0.00042700767517089844,2,7
0.012765169143676758,41,7
0.0014770030975341797,11,7
0.03445577621459961,34,9
0.03391838073730469,34,9
0.00566411018371582,35,7
0.005554914474487305,35,7
0.005970478057861328,40,5
0.10717129707336426,40,9
0.09198975563049316,40,9
0.09122943878173828,40,9
0.018615007400512695,40,73
0.02129054069519043,41,7
0.0009052753448486328,2,7
0.01472020149230957,41,7
0.0013608932495117188,11,7
0.03170585632324219,34,9
0.031084060668945312,34,9
0.033345937728881836,34,9
0.0026535987854003906,33,21
0.005176067352294922,35,7
0.00036263465881347656,2,7
0.00512242317199707,35,7
0.003587484359741211,9,7
0.013735055923461914,26,5
0.02107977867126465,24,9
0.015512943267822266,24,9
0.004251718521118164,25,7
0.0034415721893310547,25,7
0.008509397506713867,20,10
0.0008442401885986328,3,5
0.0012788772583007812,1,9
0.0012454986572265625,1,9
0.0002837181091308594,1,5
0.0008447170257568359,2,7
0.0005049705505371094,2,7
0.0009951591491699219,2,7
0.0007836818695068359,2,7
0.001402139663696289,1,9
0.0015151500701904297,1,9
0.001232147216796875,2,7
0.0012407302856445312,2,7
0.008407831192016602,28,10
0.008534908294677734,18,5
0.008788108825683594,19,7
0.0005986690521240234,2,7
0.025194883346557617,25,9
0.022935867309570312,25,9
0.03169727325439453,25,7
0.008297920227050781,19,7
0.02342534065246582,25,9
0.009333133697509766,19,9
0.0004813671112060547,2,9
0.00046324729919433594,2,9
0.000469207763671875,2,9
0.0021295547485351562,2,19
0.0004000663757324219,3,7
0.000431060791015625,2,7
0.00037598609924316406,3,7
0.0020263195037841797,8,7
0.0020248889923095703,8,9
0.002099275588989258,8,9
0.0018534660339355469,8,7
0.000989675521850586,4,7
0.004063844680786133,15,10
0.0003681182861328125,4,5
0.0007977485656738281,3,9
0.0008330345153808594,3,9
0.0003898143768310547,3,5
0.0006015300750732422,4,7
0.00041675567626953125,2,7
0.00043082237243652344,4,7
0.0007829666137695312,2,7
0.0006358623504638672,2,9
0.00046539306640625,2,9
0.0003437995910644531,3,7
0.00039005279541015625,3,7
0.002624034881591797,20,10
0.00044846534729003906,7,9
0.02680683135986328,34,11
0.0002193450927734375,1,6
0.0005447864532470703,2,9
0.0005142688751220703,2,9
0.0005078315734863281,3,7
0.00034737586975097656,3,7
0.0004394054412841797,2,9
0.00041556358337402344,2,9
0.0004904270172119141,2,9
0.00036835670471191406,1,11
0.000385284423828125,3,7
0.0003647804260253906,2,7
0.00034046173095703125,3,7
4.220008850097656e-05,1,7
0.007025003433227539,2,14
0.0003879070281982422,1,6
0.00043392181396484375,2,9
0.00041675567626953125,2,9
0.0004382133483886719,2,9
0.004723548889160156,1,14
0.0003662109375,3,7
0.00038242340087890625,2,7
0.0003533363342285156,3,7
0.0013780593872070312,2,7
0.0003707408905029297,1,6
0.0004718303680419922,2,9
0.0004329681396484375,2,9
0.00047206878662109375,2,9
0.0004532337188720703,2,11
0.0004584789276123047,3,7
0.0004315376281738281,2,7
0.00039887428283691406,3,7
0.0005998611450195312,2,7
0.0005815029144287109,4,5
0.0008556842803955078,4,16
0.001257181167602539,5,6
0.010194540023803711,7,9
0.0010018348693847656,1,5
0.004453182220458984,1,9
0.002125263214111328,1,9
0.00019502639770507812,1,6
0.0004477500915527344,2,9
0.0004241466522216797,2,9
0.00046825408935546875,2,9
0.003803253173828125,2,27
0.0004324913024902344,3,7
0.0005240440368652344,2,7
0.0004246234893798828,3,7
0.004292726516723633,11,7
0.00594782829284668,11,9
0.0039043426513671875,11,9
0.005626678466796875,45,7
0.004259824752807617,11,7
0.024530649185180664,110,5
0.02000737190246582,110,16
0.031494140625,110,6
0.04673266410827637,111,7
0.0028688907623291016,5,9
0.00445866584777832,5,9
0.004599809646606445,12,9
0.0025260448455810547,13,9
0.0025506019592285156,13,9
0.001373291015625,13,7
0.00040221214294433594,2,7
0.0013704299926757812,13,7
0.0019075870513916016,13,7
0.0010869503021240234,12,5
0.005519866943359375,11,9
0.005449533462524414,11,9
0.0009658336639404297,3,9
0.0005028247833251953,4,9
0.0005407333374023438,4,9
0.0004305839538574219,4,7
0.0004744529724121094,4,7
0.0026235580444335938,14,5
0.002180814743041992,14,16
0.0032548904418945312,15,6
0.022468090057373047,16,7
0.0004787445068359375,1,7
0.004395008087158203,11,7
0.001050710678100586,2,9
0.0014538764953613281,2,9
0.0004296302795410156,2,9
0.0035250186920166016,2,29
0.0003581047058105469,3,7
0.00036144256591796875,2,7
0.00033926963806152344,3,7
0.0026574134826660156,12,7
0.003914594650268555,12,9
0.002897500991821289,12,9
0.0023822784423828125,12,7
0.0007538795471191406,6,7
0.0004394054412841797,2,9
0.0004067420959472656,2,9
0.0004544258117675781,2,9
0.0038764476776123047,2,31
0.00036835670471191406,3,7
0.00035858154296875,2,7
0.0003402233123779297,3,7
0.002752542495727539,13,7
0.003340005874633789,13,9
0.003304004669189453,13,9
0.0026731491088867188,13,7
0.0007407665252685547,6,7
0.00040984153747558594,2,9
0.000392913818359375,2,9
0.00042891502380371094,2,9
0.0046329498291015625,2,35
0.0007011890411376953,3,7
0.0008754730224609375,2,7
0.0008909702301025391,3,7
0.003410816192626953,15,7
0.004533529281616211,15,9
0.0055735111236572266,15,9
0.004090785980224609,15,7
0.0008046627044677734,6,7
0.0004744529724121094,2,9
0.0004086494445800781,2,9
0.0004227161407470703,2,9
0.0010135173797607422,2,15
0.0004019737243652344,3,7
0.0003886222839355469,2,7
0.00035381317138671875,3,7
0.0005326271057128906,5,7
0.0007531642913818359,5,9
0.0007498264312744141,5,9
0.0005629062652587891,5,7
0.0005526542663574219,5,7
0.0025136470794677734,14,6
0.002103090286254883,15,9
0.0020439624786376953,15,9
0.0013418197631835938,15,7
0.0004870891571044922,3,7
0.010141372680664062,57,10
0.001714944839477539,24,5
0.0011568069458007812,24,16
0.0016453266143798828,24,6
0.0016257762908935547,24,6
0.003773212432861328,18,6
0.0033636093139648438,19,9
0.003478527069091797,19,9
0.002325773239135742,19,7
0.0016758441925048828,17,7
0.007230281829833984,29,14
0.0013930797576904297,23,5
0.0009179115295410156,23,16
0.0014569759368896484,23,6
0.0015170574188232422,24,7
0.009615182876586914,60,10
0.013086557388305664,6,5
0.0006597042083740234,4,9
0.0006189346313476562,4,9
0.0005338191986083984,5,7
0.0002865791320800781,3,7
0.000102996826171875,1,5
0.00033283233642578125,1,16
0.00029587745666503906,2,6
0.0003514289855957031,2,6
0.0047490596771240234,6,10
0.007453441619873047,13,9
0.009682178497314453,13,9
0.015188932418823242,13,10
0.0055425167083740234,14,7
0.00038242340087890625,2,7
0.0055010318756103516,14,7
0.0005249977111816406,2,7
0.0011296272277832031,3,9
0.0011119842529296875,3,9
0.00010752677917480469,1,5
0.0003466606140136719,1,16
0.0002970695495605469,2,6
0.00035381317138671875,2,6
0.0011372566223144531,9,10
0.0030171871185302734,4,20
0.0014281272888183594,8,5
0.0012967586517333984,8,16
0.0017275810241699219,9,6
0.00836181640625,10,7
0.002916574478149414,8,5
0.0027856826782226562,8,16
0.002284526824951172,9,6
0.00799560546875,10,7
0.0005726814270019531,1,17
0.0021355152130126953,14,7
0.0005652904510498047,3,7
0.0009572505950927734,3,9
0.0001926422119140625,1,5
0.0005145072937011719,1,16
0.0005269050598144531,2,6
0.0005426406860351562,2,6
0.0003185272216796875,1,6
0.0007669925689697266,2,9
0.0007658004760742188,2,9
0.0007293224334716797,3,7
0.0024411678314208984,18,7
0.0007503032684326172,2,9
0.0010712146759033203,1,11
0.0010800361633300781,1,10
0.0004177093505859375,1,5
0.0005166530609130859,1,16
0.00043201446533203125,2,6
0.0039043426513671875,2,12
0.00016355514526367188,1,5
0.0003504753112792969,1,16
0.00030303001403808594,2,6
0.003840208053588867,2,12
0.00010538101196289062,1,5
0.00034618377685546875,1,16
0.0003082752227783203,2,6
0.0003643035888671875,2,6
0.00010848045349121094,1,5
0.00038743019104003906,1,16
0.00044226646423339844,2,6
0.0034723281860351562,2,12
0.00010228157043457031,1,5
0.0003376007080078125,1,16
0.0002956390380859375,2,6
0.000659942626953125,2,7
0.0001785755157470703,1,5
0.0003578662872314453,1,16
0.0003104209899902344,2,6
0.0007162094116210938,2,7
0.00015020370483398438,1,5
0.0006926059722900391,1,9
0.0008196830749511719,1,9
0.0018160343170166016,7,6
0.0021965503692626953,8,9
0.0022115707397460938,8,9
0.013109445571899414,8,12
0.0019419193267822266,8,7
0.00036978721618652344,2,7
0.00040435791015625,2,9
0.0004067420959472656,2,9
0.047720909118652344,16,12
0.0001068115234375,1,5
0.0003800392150878906,1,16
0.0002987384796142578,2,6
0.00035572052001953125,2,6
0.00010180473327636719,1,5
0.0003666877746582031,1,16
0.0002949237823486328,2,6
0.00035119056701660156,2,6
0.0004436969757080078,2,9
0.0004088878631591797,2,9
0.0009262561798095703,2,10
0.0003571510314941406,3,7
0.0003731250762939453,2,7
0.00039196014404296875,3,7
0.000537872314453125,2,7
0.0005033016204833984,2,9
0.0004987716674804688,2,9
0.0006570816040039062,2,9
0.0004050731658935547,2,9
0.000640869140625,2,9
0.0003528594970703125,3,7
0.00036787986755371094,2,7
0.00034880638122558594,3,7
0.0005347728729248047,2,7
0.0005099773406982422,2,9
0.0004978179931640625,2,9
0.0005116462707519531,1,10
0.006074190139770508,1,28
0.009576082229614258,17,20
0.0041027069091796875,8,22
0.02633380889892578,22,8
0.0018935203552246094,1,14
0.001008749008178711,1,30
0.0008251667022705078,5,25
0.017374038696289062,1,48
0.0008633136749267578,1,30
0.0010099411010742188,5,25
0.01861739158630371,1,44
0.050312042236328125,20,42
0.04816436767578125,42,30
0.0009114742279052734,1,30
0.0009229183197021484,5,25
0.016019821166992188,1,44
0.03729844093322754,20,42
0.04362082481384277,42,30
0.0008916854858398438,1,30
0.0008366107940673828,5,25
0.014306306838989258,1,44
0.03681635856628418,20,42
0.054053306579589844,42,30
0.002405881881713867,1,18
0.00019168853759765625,1,5
0.0009043216705322266,1,9
0.0009031295776367188,1,9
0.00013327598571777344,1,5
0.0004324913024902344,1,16
0.00039005279541015625,2,6
0.0004742145538330078,2,6
0.0001392364501953125,1,5
0.0004265308380126953,1,16
0.0003876686096191406,2,6
0.0008101463317871094,2,7
0.00015091896057128906,1,5
0.0003600120544433594,1,16
0.0003108978271484375,2,6
0.000997304916381836,2,8
0.00011539459228515625,1,5
0.0003452301025390625,1,16
0.0003027915954589844,2,6
0.008588314056396484,2,17
0.00014853477478027344,1,5
0.0005064010620117188,1,16
0.00040531158447265625,2,6
0.002496004104614258,2,10
0.0001952648162841797,1,5
0.0004572868347167969,1,16
0.00040411949157714844,2,6
0.0033385753631591797,2,11
0.0007348060607910156,1,10
0.0052738189697265625,1,28
0.010583639144897461,17,20
0.0035953521728515625,1,22
0.010629653930664062,15,8
0.0031936168670654297,5,10
0.0003650188446044922,1,9
0.00036334991455078125,1,9
0.0023293495178222656,8,9
0.002292156219482422,8,9
0.0022933483123779297,8,9
0.001999378204345703,8,7
0.0005204677581787109,2,7
0.0008058547973632812,5,9
0.0009644031524658203,5,9
0.0007679462432861328,5,9
0.0006442070007324219,5,7
0.0005261898040771484,2,7
0.00028586387634277344,2,5
0.000484466552734375,2,16
0.0004673004150390625,2,6
0.0005500316619873047,2,6
0.0010051727294921875,2,14
0.00028061866760253906,2,5
0.0004961490631103516,2,16
0.0004360675811767578,2,6
0.0005395412445068359,2,6
0.00016236305236816406,2,5
0.00020432472229003906,1,7
0.0008175373077392578,2,9
0.0034728050231933594,1,69
0.003602743148803711,1,69
0.001425027847290039,1,37
0.00012874603271484375,1,5
0.0002751350402832031,1,9
0.00026535987854003906,1,9
0.0004119873046875,2,9
0.0005519390106201172,2,9
0.0006256103515625,2,9
0.0005335807800292969,3,7
0.0005221366882324219,2,7
0.0004668235778808594,3,7
0.0015256404876708984,5,7
0.00434422492980957,1,5
0.0005593299865722656,1,6
0.0008707046508789062,2,9
0.0008232593536376953,2,9
0.0034770965576171875,18,5
0.0024576187133789062,18,16
0.004050493240356445,19,6
0.05744171142578125,20,8
0.003391265869140625,18,5
0.0023338794708251953,18,16
0.003922462463378906,19,6
0.09310460090637207,20,9
0.0004184246063232422,2,9
0.000396728515625,2,9
0.00040149688720703125,2,9
0.00036907196044921875,2,9
0.0003409385681152344,3,7
0.00038886070251464844,2,7
0.0003349781036376953,3,7
0.0003581047058105469,2,7
0.000423431396484375,2,9
0.0004451274871826172,2,9
0.00013709068298339844,1,6
0.0004260540008544922,2,9
0.00042176246643066406,2,9
0.0206606388092041,63,9
0.024174928665161133,63,9
0.027495861053466797,63,9
0.023873090744018555,62,14
0.011648178100585938,63,7
0.0005757808685302734,2,7
0.0117034912109375,63,7
0.0009925365447998047,2,7
0.014232158660888672,50,9
0.016031503677368164,50,9
0.013559103012084961,50,9
0.008008718490600586,49,14
0.006742715835571289,50,7
0.00042510032653808594,2,7
0.006296873092651367,50,7
0.0008206367492675781,2,7
0.0107269287109375,40,9
0.010629653930664062,40,9
0.010553359985351562,40,9
0.011358976364135742,39,14
0.0052225589752197266,40,7
0.0003809928894042969,2,7
0.005228996276855469,40,7
0.0007276535034179688,2,7
0.019217967987060547,54,9
0.019089221954345703,54,9
0.018984317779541016,54,9
0.022494792938232422,53,14
0.009140253067016602,54,7
0.00038313865661621094,2,7
0.021691560745239258,54,7
0.001901865005493164,2,7
0.008899927139282227,38,9
0.008950471878051758,38,9
0.0028417110443115234,38,5
0.004166841506958008,38,7
0.00037670135498046875,2,7
0.008582830429077148,37,9
0.00861811637878418,37,9
0.000125885009765625,1,5
0.0002779960632324219,1,9
0.0002765655517578125,1,9
0.00882267951965332,37,9
0.008570671081542969,37,9
0.002748250961303711,37,5
0.0040035247802734375,37,7
0.0003788471221923828,2,7
0.008246421813964844,36,9
0.008263349533081055,36,9
0.00011920928955078125,1,5
0.00028777122497558594,1,9
0.00027561187744140625,1,9
0.00386810302734375,1,55
0.0007171630859375,1,11
0.0005075931549072266,3,9
0.0002722740173339844,3,5
0.00034427642822265625,3,16
0.00038552284240722656,3,6
0.0006558895111083984,4,7
0.00028228759765625,3,5
0.0003428459167480469,3,16
0.0004754066467285156,3,6
0.00030231475830078125,4,6
0.003508329391479492,1,55
0.0006897449493408203,1,11
0.0006291866302490234,3,10
0.0002880096435546875,3,5
0.00035190582275390625,3,16
0.0004100799560546875,3,6
0.0007348060607910156,4,7
0.0003819465637207031,3,5
0.000514984130859375,3,16
0.0004127025604248047,3,6
0.00030112266540527344,4,6
0.0007712841033935547,1,12
0.0009357929229736328,4,11
0.0002925395965576172,3,5
0.0003428459167480469,3,16
0.0003876686096191406,3,6
0.0006494522094726562,4,7
0.00028395652770996094,3,5
0.000354766845703125,3,16
0.00042247772216796875,3,6
0.00030231475830078125,4,6
0.0005393028259277344,1,10
0.0005185604095458984,3,9
0.0006031990051269531,3,5
0.0007910728454589844,3,16
0.0008635520935058594,3,6
