rtpp_det_time,rtpp_det_size,rtpp_min_time,rtpp_min_size,rtpp_inc_time,rtpp_inc_a_size,rtpp_inc_b_size,wofst_det_time,wofst_det_size,wofst_min_time,wofst_min_size,wofst_inc_time,wofst_inc_a_size,wofst_inc_b_size
,,,,1.2159347534179688e-05,1.0,1.0,,,,,3.0040740966796875e-05,1.0,1.0
1.0967254638671875e-05,1.0,1.9311904907226562e-05,1.0,2.8133392333984375e-05,1.0,1.0,1.3828277587890625e-05,1.0,2.574920654296875e-05,1.0,3.552436828613281e-05,1.0,1.0
1.7404556274414062e-05,2.0,3.24249267578125e-05,2.0,0.0016491413116455078,2.0,1.0,2.0742416381835938e-05,1.0,4.100799560546875e-05,1.0,0.0018761157989501953,1.0,1.0
1.33514404296875e-05,2.0,3.4332275390625e-05,2.0,0.0018510818481445312,2.0,1.0,2.6226043701171875e-05,1.0,6.031990051269531e-05,1.0,0.0020258426666259766,1.0,1.0
9.059906005859375e-06,1.0,2.0265579223632812e-05,1.0,2.4318695068359375e-05,1.0,1.0,2.47955322265625e-05,1.0,4.410743713378906e-05,1.0,1.2874603271484375e-05,1.0,1.0
2.1219253540039062e-05,3.0,3.814697265625e-05,3.0,2.6702880859375e-05,3.0,3.0,2.1457672119140625e-05,3.0,4.5299530029296875e-05,3.0,2.2172927856445312e-05,3.0,3.0
1.7642974853515625e-05,3.0,3.910064697265625e-05,3.0,,,,2.9087066650390625e-05,3.0,4.100799560546875e-05,3.0,,,
,,,,3.218650817871094e-05,1.0,1.0,,,,,1.4066696166992188e-05,1.0,1.0
2.0742416381835938e-05,1.0,2.956390380859375e-05,1.0,1.6450881958007812e-05,1.0,1.0,1.1682510375976562e-05,1.0,1.9550323486328125e-05,1.0,5.4836273193359375e-05,1.0,1.0
1.71661376953125e-05,1.0,2.9087066650390625e-05,1.0,,,,1.2874603271484375e-05,1.0,3.3855438232421875e-05,1.0,,,
,,,,2.2411346435546875e-05,1.0,1.0,,,,,5.412101745605469e-05,1.0,1.0
1.4781951904296875e-05,1.0,2.3603439331054688e-05,1.0,0.009608983993530273,1.0,8.0,3.1948089599609375e-05,1.0,6.198883056640625e-05,1.0,0.002302408218383789,1.0,8.0
1.239776611328125e-05,1.0,2.6226043701171875e-05,1.0,,,,1.71661376953125e-05,1.0,3.4809112548828125e-05,1.0,,,
,,,,1.5974044799804688e-05,1.0,1.0,,,,,4.1961669921875e-05,1.0,1.0
1.4543533325195312e-05,2.0,2.6941299438476562e-05,2.0,2.1696090698242188e-05,2.0,3.0,2.6226043701171875e-05,2.0,4.363059997558594e-05,2.0,2.8133392333984375e-05,2.0,3.0
2.09808349609375e-05,3.0,4.00543212890625e-05,3.0,,,,3.0517578125e-05,3.0,4.673004150390625e-05,3.0,,,
,,,,2.3126602172851562e-05,1.0,1.0,,,,,1.5020370483398438e-05,1.0,1.0
1.4543533325195312e-05,2.0,3.075599670410156e-05,2.0,2.7179718017578125e-05,2.0,1.0,1.4066696166992188e-05,2.0,2.7179718017578125e-05,2.0,4.482269287109375e-05,2.0,1.0
3.9577484130859375e-05,7.0,8.726119995117188e-05,7.0,0.003017425537109375,7.0,3.0,1.1920928955078125e-05,1.0,2.288818359375e-05,1.0,0.0014081001281738281,1.0,3.0
2.3365020751953125e-05,3.0,5.245208740234375e-05,3.0,,,,3.0994415283203125e-05,3.0,6.198883056640625e-05,3.0,,,
,,,,1.7881393432617188e-05,1.0,1.0,,,,,5.221366882324219e-05,1.0,1.0
0.00011181831359863281,13.0,0.0002636909484863281,13.0,2.002716064453125e-05,13.0,1.0,0.00015926361083984375,13.0,0.0007314682006835938,13.0,4.7206878662109375e-05,13.0,1.0
1.1205673217773438e-05,1.0,2.002716064453125e-05,1.0,,,,2.1457672119140625e-05,1.0,3.9577484130859375e-05,1.0,,,
,,,,1.6689300537109375e-05,1.0,1.0,,,,,2.0503997802734375e-05,1.0,1.0
8.559226989746094e-05,13.0,0.0002486705780029297,13.0,2.7179718017578125e-05,13.0,1.0,0.00015282630920410156,13.0,0.0004241466522216797,13.0,3.4809112548828125e-05,13.0,1.0
1.049041748046875e-05,1.0,2.0503997802734375e-05,1.0,,,,1.52587890625e-05,1.0,3.1948089599609375e-05,1.0,,,
,,,,1.52587890625e-05,1.0,1.0,,,,,2.6226043701171875e-05,1.0,1.0
6.008148193359375e-05,11.0,0.00015735626220703125,11.0,2.4080276489257812e-05,11.0,1.0,9.942054748535156e-05,11.0,0.00026035308837890625,11.0,6.198883056640625e-05,11.0,1.0
1.0013580322265625e-05,1.0,1.9073486328125e-05,1.0,2.6464462280273438e-05,1.0,1.0,1.9550323486328125e-05,1.0,3.8623809814453125e-05,1.0,3.6716461181640625e-05,1.0,1.0
2.288818359375e-05,2.0,3.1948089599609375e-05,2.0,,,,3.314018249511719e-05,2.0,5.4836273193359375e-05,2.0,,,
,,,,1.430511474609375e-05,1.0,1.0,,,,,2.2411346435546875e-05,1.0,1.0
9.560585021972656e-05,11.0,0.00017380714416503906,11.0,4.5299530029296875e-05,11.0,1.0,0.0001068115234375,11.0,0.00021600723266601562,11.0,3.24249267578125e-05,11.0,1.0
2.3365020751953125e-05,1.0,3.457069396972656e-05,1.0,1.7881393432617188e-05,1.0,1.0,1.4781951904296875e-05,1.0,2.6941299438476562e-05,1.0,3.0040740966796875e-05,1.0,1.0
0.00011754035949707031,8.0,0.00012993812561035156,8.0,,,,0.00023245811462402344,8.0,0.00025534629821777344,8.0,,,
,,,,1.3828277587890625e-05,1.0,1.0,,,,,2.3603439331054688e-05,1.0,1.0
1.5735626220703125e-05,1.0,2.7894973754882812e-05,1.0,2.09808349609375e-05,1.0,1.0,2.0265579223632812e-05,1.0,3.790855407714844e-05,1.0,4.38690185546875e-05,1.0,1.0
1.430511474609375e-05,2.0,2.2649765014648438e-05,2.0,,,,1.3589859008789062e-05,2.0,2.3603439331054688e-05,2.0,,,
,,,,1.6450881958007812e-05,1.0,1.0,,,,,2.4080276489257812e-05,1.0,1.0
3.0994415283203125e-05,3.0,5.793571472167969e-05,3.0,2.5033950805664062e-05,3.0,3.0,3.2901763916015625e-05,3.0,0.00012350082397460938,3.0,7.653236389160156e-05,3.0,3.0
2.7418136596679688e-05,3.0,5.030632019042969e-05,3.0,1.8835067749023438e-05,3.0,1.0,2.47955322265625e-05,3.0,4.553794860839844e-05,3.0,3.528594970703125e-05,3.0,1.0
5.602836608886719e-05,10.0,0.00010895729064941406,10.0,,,,1.2874603271484375e-05,1.0,2.4318695068359375e-05,1.0,,,
,,,,1.3828277587890625e-05,1.0,1.0,,,,,1.52587890625e-05,1.0,1.0
1.3828277587890625e-05,1.0,2.5987625122070312e-05,1.0,2.4080276489257812e-05,1.0,1.0,1.8358230590820312e-05,1.0,2.7418136596679688e-05,1.0,2.3365020751953125e-05,1.0,1.0
2.8133392333984375e-05,3.0,4.839897155761719e-05,3.0,,,,3.147125244140625e-05,3.0,4.8160552978515625e-05,3.0,,,
,,,,2.3365020751953125e-05,1.0,1.0,,,,,1.3113021850585938e-05,1.0,1.0
1.6450881958007812e-05,1.0,2.8133392333984375e-05,1.0,4.172325134277344e-05,1.0,1.0,1.3113021850585938e-05,1.0,3.814697265625e-05,1.0,1.9311904907226562e-05,1.0,1.0
2.5987625122070312e-05,2.0,5.53131103515625e-05,2.0,,,,9.298324584960938e-06,1.0,2.002716064453125e-05,1.0,,,
,,,,1.4781951904296875e-05,1.0,1.0,,,,,1.7404556274414062e-05,1.0,1.0
9.489059448242188e-05,13.0,0.00024962425231933594,13.0,2.09808349609375e-05,13.0,1.0,0.00010204315185546875,13.0,0.0002579689025878906,13.0,2.6941299438476562e-05,13.0,1.0
1.049041748046875e-05,1.0,1.9073486328125e-05,1.0,0.00042819976806640625,1.0,3.0,1.2874603271484375e-05,1.0,3.5762786865234375e-05,1.0,0.00043511390686035156,1.0,3.0
1.0967254638671875e-05,1.0,1.8596649169921875e-05,1.0,,,,1.239776611328125e-05,1.0,2.288818359375e-05,1.0,,,
,,,,1.430511474609375e-05,1.0,1.0,,,,,1.5974044799804688e-05,1.0,1.0
9.822845458984375e-05,13.0,0.00027680397033691406,13.0,3.457069396972656e-05,13.0,1.0,0.00011730194091796875,13.0,0.00033855438232421875,13.0,3.24249267578125e-05,13.0,1.0
1.2159347534179688e-05,1.0,2.09808349609375e-05,1.0,0.00046372413635253906,1.0,3.0,1.3113021850585938e-05,1.0,2.4557113647460938e-05,1.0,0.0005059242248535156,1.0,3.0
1.1444091796875e-05,1.0,1.811981201171875e-05,1.0,1.8358230590820312e-05,1.0,1.0,1.4781951904296875e-05,1.0,2.384185791015625e-05,1.0,2.5272369384765625e-05,1.0,1.0
1.239776611328125e-05,1.0,1.9311904907226562e-05,1.0,,,,1.5020370483398438e-05,1.0,2.9802322387695312e-05,1.0,,,
,,,,1.6450881958007812e-05,1.0,1.0,,,,,1.8358230590820312e-05,1.0,1.0
7.390975952148438e-05,11.0,0.0001571178436279297,11.0,2.3126602172851562e-05,11.0,1.0,8.273124694824219e-05,11.0,0.00022792816162109375,11.0,3.6716461181640625e-05,11.0,1.0
1.239776611328125e-05,1.0,2.6226043701171875e-05,1.0,,,,1.6689300537109375e-05,1.0,2.7418136596679688e-05,1.0,,,
,,,,1.430511474609375e-05,1.0,1.0,,,,,1.7404556274414062e-05,1.0,1.0
6.532669067382812e-05,11.0,0.00014662742614746094,11.0,2.1457672119140625e-05,11.0,1.0,8.177757263183594e-05,11.0,0.00023174285888671875,11.0,2.47955322265625e-05,11.0,1.0
1.2159347534179688e-05,1.0,1.9550323486328125e-05,1.0,,,,1.1682510375976562e-05,1.0,2.4080276489257812e-05,1.0,,,
,,,,2.5272369384765625e-05,1.0,1.0,,,,,1.71661376953125e-05,1.0,1.0
4.315376281738281e-05,2.0,4.1961669921875e-05,2.0,2.3365020751953125e-05,2.0,1.0,5.3882598876953125e-05,2.0,5.53131103515625e-05,2.0,3.6716461181640625e-05,2.0,1.0
1.4543533325195312e-05,2.0,2.5987625122070312e-05,2.0,1.6927719116210938e-05,2.0,1.0,2.4557113647460938e-05,2.0,3.361701965332031e-05,2.0,5.3882598876953125e-05,2.0,1.0
1.049041748046875e-05,1.0,2.0265579223632812e-05,1.0,1.2874603271484375e-05,1.0,1.0,1.5497207641601562e-05,1.0,2.8371810913085938e-05,1.0,2.09808349609375e-05,1.0,1.0
1.239776611328125e-05,1.0,2.0742416381835938e-05,1.0,3.647804260253906e-05,1.0,1.0,2.1696090698242188e-05,1.0,3.552436828613281e-05,1.0,1.9788742065429688e-05,1.0,1.0
0.002787351608276367,37.0,0.007803201675415039,37.0,,,,0.0002276897430419922,37.0,0.0004963874816894531,37.0,,,
,,,,2.193450927734375e-05,1.0,1.0,,,,,1.8358230590820312e-05,1.0,1.0
0.0001380443572998047,11.0,0.0003795623779296875,11.0,3.314018249511719e-05,11.0,1.0,8.96453857421875e-05,11.0,0.0002205371856689453,11.0,2.5510787963867188e-05,11.0,1.0
0.0003376007080078125,13.0,0.0006234645843505859,15.0,4.0531158447265625e-05,15.0,1.0,0.000152587890625,13.0,0.0003466606140136719,15.0,2.4318695068359375e-05,15.0,1.0
2.0503997802734375e-05,1.0,4.458427429199219e-05,1.0,,,,1.1682510375976562e-05,1.0,2.3365020751953125e-05,1.0,,,
,,,,1.239776611328125e-05,1.0,1.0,,,,,1.7404556274414062e-05,1.0,1.0
5.53131103515625e-05,10.0,0.00016617774963378906,10.0,1.1205673217773438e-05,10.0,1.0,7.82012939453125e-05,10.0,0.0002219676971435547,10.0,2.5272369384765625e-05,10.0,1.0
1.0013580322265625e-05,1.0,1.9073486328125e-05,1.0,,,,1.3828277587890625e-05,1.0,3.170967102050781e-05,1.0,,,
,,,,1.52587890625e-05,1.0,1.0,,,,,1.621246337890625e-05,1.0,1.0
0.00022530555725097656,39.0,0.0017018318176269531,39.0,2.86102294921875e-05,39.0,1.0,0.0002887248992919922,39.0,0.0019981861114501953,39.0,2.956390380859375e-05,39.0,1.0
1.2874603271484375e-05,1.0,2.4080276489257812e-05,1.0,,,,1.33514404296875e-05,1.0,2.288818359375e-05,1.0,,,
,,,,2.09808349609375e-05,1.0,1.0,,,,,1.5735626220703125e-05,1.0,1.0
0.0001399517059326172,11.0,0.00037860870361328125,11.0,2.4080276489257812e-05,11.0,1.0,0.00010538101196289062,11.0,0.00020623207092285156,11.0,1.5735626220703125e-05,11.0,1.0
2.09808349609375e-05,1.0,4.57763671875e-05,1.0,0.0008461475372314453,1.0,3.0,1.1205673217773438e-05,1.0,2.2172927856445312e-05,1.0,0.0005619525909423828,1.0,3.0
2.6702880859375e-05,1.0,5.316734313964844e-05,1.0,2.193450927734375e-05,1.0,1.0,0.007429838180541992,1.0,6.270408630371094e-05,1.0,2.1457672119140625e-05,1.0,1.0
5.745887756347656e-05,6.0,0.00010466575622558594,6.0,,,,9.775161743164062e-06,1.0,2.09808349609375e-05,1.0,,,
,,,,1.1205673217773438e-05,1.0,1.0,,,,,1.239776611328125e-05,1.0,1.0
1.52587890625e-05,2.0,3.337860107421875e-05,2.0,1.0967254638671875e-05,2.0,1.0,1.4543533325195312e-05,2.0,2.8133392333984375e-05,2.0,2.1457672119140625e-05,2.0,1.0
1.1682510375976562e-05,2.0,2.5987625122070312e-05,2.0,,,,1.0251998901367188e-05,2.0,2.1219253540039062e-05,2.0,,,
,,,,8.106231689453125e-06,1.0,1.0,,,,,3.886222839355469e-05,1.0,1.0
1.52587890625e-05,2.0,2.7179718017578125e-05,2.0,1.1444091796875e-05,2.0,1.0,2.1457672119140625e-05,2.0,4.00543212890625e-05,2.0,3.24249267578125e-05,2.0,1.0
1.1920928955078125e-05,2.0,3.4332275390625e-05,2.0,,,,2.1219253540039062e-05,2.0,4.124641418457031e-05,2.0,,,
,,,,1.9550323486328125e-05,1.0,1.0,,,,,1.8835067749023438e-05,1.0,1.0
2.9087066650390625e-05,1.0,4.863739013671875e-05,1.0,1.8596649169921875e-05,1.0,1.0,1.9550323486328125e-05,1.0,3.886222839355469e-05,1.0,1.5020370483398438e-05,1.0,1.0
3.337860107421875e-05,1.0,3.7670135498046875e-05,1.0,2.002716064453125e-05,1.0,1.0,9.298324584960938e-06,1.0,3.4332275390625e-05,1.0,2.4318695068359375e-05,1.0,1.0
0.0001728534698486328,3.0,0.0001938343048095703,4.0,2.9325485229492188e-05,2.0,1.0,0.00017213821411132812,3.0,0.0002002716064453125,4.0,2.765655517578125e-05,2.0,1.0
1.7404556274414062e-05,2.0,3.3855438232421875e-05,2.0,,,,1.0967254638671875e-05,2.0,2.0503997802734375e-05,2.0,,,
,,,,1.0728836059570312e-05,1.0,1.0,,,,,7.62939453125e-06,1.0,1.0
1.0728836059570312e-05,1.0,1.9550323486328125e-05,1.0,7.62939453125e-06,1.0,1.0,9.298324584960938e-06,1.0,1.9788742065429688e-05,1.0,9.5367431640625e-06,1.0,1.0
1.049041748046875e-05,1.0,1.9073486328125e-05,1.0,1.9311904907226562e-05,1.0,1.0,1.0013580322265625e-05,1.0,1.8596649169921875e-05,1.0,1.33514404296875e-05,1.0,1.0
7.104873657226562e-05,3.0,8.368492126464844e-05,4.0,2.86102294921875e-05,2.0,1.0,8.0108642578125e-05,3.0,0.00010752677917480469,4.0,3.314018249511719e-05,2.0,1.0
1.8596649169921875e-05,2.0,2.7179718017578125e-05,2.0,,,,1.52587890625e-05,2.0,3.266334533691406e-05,2.0,,,
,,,,1.049041748046875e-05,1.0,1.0,,,,,1.3589859008789062e-05,1.0,1.0
5.7697296142578125e-05,11.0,0.00014638900756835938,11.0,1.6689300537109375e-05,11.0,1.0,6.079673767089844e-05,11.0,0.00014925003051757812,11.0,1.8358230590820312e-05,11.0,1.0
1.1205673217773438e-05,1.0,2.2649765014648438e-05,1.0,1.1205673217773438e-05,1.0,1.0,1.1682510375976562e-05,1.0,2.574920654296875e-05,1.0,2.09808349609375e-05,1.0,1.0
1.0013580322265625e-05,1.0,2.384185791015625e-05,1.0,1.2159347534179688e-05,1.0,1.0,2.4080276489257812e-05,1.0,4.38690185546875e-05,1.0,3.0040740966796875e-05,1.0,1.0
1.0967254638671875e-05,1.0,2.0503997802734375e-05,1.0,1.0728836059570312e-05,1.0,1.0,2.384185791015625e-05,1.0,4.1484832763671875e-05,1.0,3.0517578125e-05,1.0,1.0
2.193450927734375e-05,3.0,4.267692565917969e-05,3.0,1.6450881958007812e-05,3.0,3.0,4.458427429199219e-05,3.0,8.130073547363281e-05,3.0,4.172325134277344e-05,3.0,3.0
2.3603439331054688e-05,3.0,4.601478576660156e-05,3.0,,,,2.1457672119140625e-05,3.0,3.528594970703125e-05,3.0,,,
,,,,1.0251998901367188e-05,1.0,1.0,,,,,1.049041748046875e-05,1.0,1.0
5.9604644775390625e-05,11.0,0.00014400482177734375,11.0,1.1920928955078125e-05,11.0,1.0,6.222724914550781e-05,11.0,0.00016760826110839844,11.0,1.239776611328125e-05,11.0,1.0
9.059906005859375e-06,1.0,1.811981201171875e-05,1.0,2.0265579223632812e-05,1.0,1.0,4.673004150390625e-05,1.0,2.2172927856445312e-05,1.0,1.2874603271484375e-05,1.0,1.0
2.5987625122070312e-05,1.0,5.3882598876953125e-05,1.0,2.4557113647460938e-05,1.0,1.0,9.775161743164062e-06,1.0,2.0742416381835938e-05,1.0,1.8835067749023438e-05,1.0,1.0
4.887580871582031e-05,3.0,9.107589721679688e-05,3.0,3.123283386230469e-05,3.0,3.0,3.62396240234375e-05,3.0,4.1484832763671875e-05,3.0,1.5735626220703125e-05,3.0,3.0
4.7206878662109375e-05,3.0,9.202957153320312e-05,3.0,,,,2.2649765014648438e-05,3.0,3.6716461181640625e-05,3.0,,,
,,,,1.049041748046875e-05,1.0,1.0,,,,,1.1682510375976562e-05,1.0,1.0
9.179115295410156e-05,11.0,0.00016927719116210938,11.0,1.2636184692382812e-05,11.0,1.0,6.103515625e-05,11.0,0.00013899803161621094,11.0,1.2874603271484375e-05,11.0,1.0
1.0013580322265625e-05,1.0,2.0265579223632812e-05,1.0,1.5974044799804688e-05,1.0,1.0,1.049041748046875e-05,1.0,1.8358230590820312e-05,1.0,1.1920928955078125e-05,1.0,1.0
1.0967254638671875e-05,2.0,2.0742416381835938e-05,2.0,,,,1.049041748046875e-05,2.0,2.0742416381835938e-05,2.0,,,
,,,,9.298324584960938e-06,1.0,1.0,,,,,1.4066696166992188e-05,1.0,1.0
1.52587890625e-05,2.0,2.765655517578125e-05,2.0,8.58306884765625e-06,2.0,1.0,1.33514404296875e-05,2.0,3.266334533691406e-05,2.0,1.811981201171875e-05,2.0,1.0
8.344650268554688e-06,1.0,1.8358230590820312e-05,1.0,,,,1.4781951904296875e-05,1.0,1.9788742065429688e-05,1.0,,,
,,,,9.5367431640625e-06,1.0,1.0,,,,,1.430511474609375e-05,1.0,1.0
5.841255187988281e-05,11.0,0.00015687942504882812,11.0,1.52587890625e-05,11.0,1.0,8.416175842285156e-05,11.0,0.00020766258239746094,11.0,2.86102294921875e-05,11.0,1.0
9.5367431640625e-06,2.0,2.1219253540039062e-05,2.0,,,,1.9311904907226562e-05,2.0,2.9087066650390625e-05,2.0,,,
,,,,1.4781951904296875e-05,1.0,1.0,,,,,1.7642974853515625e-05,1.0,1.0
5.030632019042969e-05,16.0,0.0001823902130126953,16.0,1.3589859008789062e-05,16.0,1.0,0.00011920928955078125,16.0,0.00032138824462890625,16.0,1.9550323486328125e-05,16.0,1.0
5.316734313964844e-05,16.0,0.00011491775512695312,16.0,6.747245788574219e-05,16.0,1.0,4.935264587402344e-05,16.0,0.00010991096496582031,16.0,3.4809112548828125e-05,16.0,1.0
6.198883056640625e-05,18.0,0.00014734268188476562,18.0,5.6743621826171875e-05,18.0,3.0,0.000141143798828125,18.0,0.0003445148468017578,18.0,4.1961669921875e-05,18.0,3.0
0.00021338462829589844,18.0,0.0006060600280761719,18.0,,,,0.00013017654418945312,18.0,0.0003063678741455078,18.0,,,
,,,,1.3589859008789062e-05,1.0,1.0,,,,,1.71661376953125e-05,1.0,1.0
1.5735626220703125e-05,1.0,2.5987625122070312e-05,1.0,1.2636184692382812e-05,1.0,1.0,1.1920928955078125e-05,1.0,2.09808349609375e-05,1.0,9.5367431640625e-06,1.0,1.0
1.3589859008789062e-05,1.0,2.4318695068359375e-05,1.0,2.002716064453125e-05,1.0,1.0,1.0728836059570312e-05,1.0,1.7404556274414062e-05,1.0,1.52587890625e-05,1.0,1.0
2.6226043701171875e-05,3.0,4.9114227294921875e-05,3.0,1.2159347534179688e-05,3.0,3.0,2.5510787963867188e-05,3.0,3.933906555175781e-05,3.0,2.4080276489257812e-05,3.0,3.0
5.412101745605469e-05,3.0,4.4345855712890625e-05,3.0,,,,2.2411346435546875e-05,3.0,3.933906555175781e-05,3.0,,,
,,,,9.298324584960938e-06,1.0,1.0,,,,,1.8596649169921875e-05,1.0,1.0
2.0742416381835938e-05,1.0,2.9325485229492188e-05,1.0,8.821487426757812e-06,1.0,1.0,1.9788742065429688e-05,1.0,4.482269287109375e-05,1.0,2.1219253540039062e-05,1.0,1.0
0.00013375282287597656,37.0,0.0003333091735839844,37.0,,,,0.0002834796905517578,37.0,0.0007002353668212891,37.0,,,
,,,,1.5735626220703125e-05,1.0,1.0,,,,,1.5020370483398438e-05,1.0,1.0
2.384185791015625e-05,4.0,5.364418029785156e-05,4.0,0.001644134521484375,4.0,1.0,4.267692565917969e-05,4.0,9.012222290039062e-05,4.0,0.02022266387939453,4.0,1.0
3.6716461181640625e-05,4.0,8.487701416015625e-05,4.0,0.0016169548034667969,4.0,1.0,8.344650268554688e-06,1.0,1.5020370483398438e-05,1.0,0.00141143798828125,1.0,1.0
9.059906005859375e-06,1.0,1.621246337890625e-05,1.0,,,,2.0503997802734375e-05,1.0,3.910064697265625e-05,1.0,,,
,,,,7.62939453125e-06,1.0,1.0,,,,,9.059906005859375e-06,1.0,1.0
5.6743621826171875e-05,11.0,0.00014829635620117188,11.0,1.0728836059570312e-05,11.0,1.0,6.222724914550781e-05,11.0,0.00013518333435058594,11.0,1.33514404296875e-05,11.0,1.0
9.298324584960938e-06,1.0,1.8358230590820312e-05,1.0,1.049041748046875e-05,1.0,1.0,1.0728836059570312e-05,1.0,1.7881393432617188e-05,1.0,1.6927719116210938e-05,1.0,1.0
9.775161743164062e-06,1.0,1.71661376953125e-05,1.0,8.821487426757812e-06,1.0,1.0,1.9550323486328125e-05,1.0,1.7404556274414062e-05,1.0,2.3603439331054688e-05,1.0,1.0
8.821487426757812e-06,1.0,1.7642974853515625e-05,1.0,,,,9.298324584960938e-06,1.0,1.621246337890625e-05,1.0,,,
,,,,1.9311904907226562e-05,1.0,1.0,,,,,1.1682510375976562e-05,1.0,1.0
0.0001392364501953125,11.0,0.00033545494079589844,11.0,1.9788742065429688e-05,11.0,1.0,0.00011181831359863281,11.0,0.00018286705017089844,11.0,1.3113021850585938e-05,11.0,1.0
2.2649765014648438e-05,1.0,4.172325134277344e-05,1.0,9.298324584960938e-06,1.0,1.0,1.0013580322265625e-05,1.0,2.1696090698242188e-05,1.0,2.1219253540039062e-05,1.0,1.0
1.9311904907226562e-05,1.0,1.9311904907226562e-05,1.0,6.198883056640625e-06,1.0,1.0,2.7418136596679688e-05,1.0,5.626678466796875e-05,1.0,2.2411346435546875e-05,1.0,1.0
8.821487426757812e-06,1.0,1.7642974853515625e-05,1.0,,,,1.9073486328125e-05,1.0,3.8623809814453125e-05,1.0,,,
,,,,1.1920928955078125e-05,1.0,1.0,,,,,1.4781951904296875e-05,1.0,1.0
0.00013017654418945312,7.0,0.00014209747314453125,12.0,1.7642974853515625e-05,6.0,1.0,0.0001609325408935547,7.0,0.0001780986785888672,12.0,2.8848648071289062e-05,6.0,1.0
1.33514404296875e-05,1.0,2.47955322265625e-05,1.0,1.1205673217773438e-05,1.0,1.0,1.1682510375976562e-05,1.0,2.09808349609375e-05,1.0,1.1920928955078125e-05,1.0,1.0
1.0013580322265625e-05,1.0,2.0503997802734375e-05,1.0,1.3828277587890625e-05,1.0,1.0,1.0967254638671875e-05,1.0,2.09808349609375e-05,1.0,1.239776611328125e-05,1.0,1.0
1.2874603271484375e-05,1.0,1.8835067749023438e-05,1.0,,,,2.5033950805664062e-05,1.0,2.2649765014648438e-05,1.0,,,
,,,,1.0013580322265625e-05,1.0,1.0,,,,,1.5020370483398438e-05,1.0,1.0
6.079673767089844e-05,11.0,0.00015783309936523438,11.0,1.4543533325195312e-05,11.0,1.0,7.43865966796875e-05,11.0,0.00016164779663085938,11.0,1.8835067749023438e-05,11.0,1.0
1.049041748046875e-05,1.0,2.09808349609375e-05,1.0,1.1682510375976562e-05,1.0,1.0,1.049041748046875e-05,1.0,2.193450927734375e-05,1.0,1.4781951904296875e-05,1.0,1.0
0.0001354217529296875,7.0,0.0001442432403564453,12.0,2.1457672119140625e-05,6.0,1.0,0.00015211105346679688,7.0,0.00015997886657714844,12.0,5.173683166503906e-05,6.0,1.0
1.7404556274414062e-05,2.0,3.147125244140625e-05,2.0,,,,1.7404556274414062e-05,1.0,3.600120544433594e-05,1.0,,,
,,,,2.765655517578125e-05,1.0,1.0,,,,,1.5735626220703125e-05,1.0,1.0
0.0001876354217529297,10.0,0.0005311965942382812,10.0,4.601478576660156e-05,10.0,1.0,6.532669067382812e-05,10.0,0.00014448165893554688,10.0,2.0503997802734375e-05,10.0,1.0
0.00022983551025390625,26.0,0.0007610321044921875,26.0,,,,1.1682510375976562e-05,1.0,2.2411346435546875e-05,1.0,,,
