Benchmark,Collection,Tag,Buggy?,Correct Result?,Time(s),RunTime Error,Category,Notes,Pipeline
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/detectable/intercode_23_gold1.sh_Pfind-DIRECTOR_26e3c519d8b1bf949301f6e1e807d1b0_M0.sh,full_benchmark/curated_mutants/detectable,,True,True,0.00s,,,,"sed -e ""s@^.*/@@"" | find ${DIRECTORY} -type f -print | grep ""[aeiouyAEIOUY]"" | wc -l"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/detectable/intercode_3_gold2.sh_Pecho-FILES-_c418ffdfaa8b54352a8aeb418894587a_M15.sh,full_benchmark/curated_mutants/detectable,,True,True,0.00s,,,,"echo ""${FILES}"" | tr "" "" ""\\n"" | sort | cat | md5sum"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/13.sh_Pcat-1-grep_7ddc1567612fc9aa38bf48bec86c2827_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | cut -d ""\"""" -f 2 | cut -c 1-12"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/14.sh_Pcat-1-awk-_293f066e233655ec3fdc9bbd8e71c28b_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | sort -nr | cut -d "" "" -f 2"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/16.sh_Pcat-1-cut-_55bce0e0035dce8ef408d3b5b0b6e843_M10.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | cut -f 2 | sort -n | sort -nr | head -n 1 | tr -s "" "" ""\\n"" | tail -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/16.sh_Pcat-1-cut-_55bce0e0035dce8ef408d3b5b0b6e843_M13.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,cat ${1} | cut -f 2 | sort -n | uniq -c | sort -nr | head -n 1 | tail -n 1
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/16.sh_Pcat-1-cut-_55bce0e0035dce8ef408d3b5b0b6e843_M23.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | cut -f 2 | sort -n | uniq | sort -nr | head -n 1 | tr -s "" "" ""\\n"" | tail -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/16.sh_Pcat-1-cut-_55bce0e0035dce8ef408d3b5b0b6e843_M31.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | cut -f 2 | sort -n | uniq -c | sort -nr | head -n 1 | tr -s ""\\n"" | tail -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/16.sh_Pcat-1-cut-_55bce0e0035dce8ef408d3b5b0b6e843_M32.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | cut -f 2 | sort -n | uniq -c | sort -nr | head -n 1 | tr -s "" "" | tail -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/17.sh_Pcat-1-cut-_fe570aed6e8ed3898911821a66f0007d_M10.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,cat ${1} | cut -f 4 | sort -n | cut -c 3-3 | uniq
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/17.sh_Pcat-1-cut-_fe570aed6e8ed3898911821a66f0007d_M8.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | cut -f 4 | sort -n | uniq | sed s/\$/""0s""/"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/18.sh_Pcat-1-tr-_727246379ae4b59e5e6536bf17727fe0_M15.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | grep 1969 | wc"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/2.sh_Pcat-1-cut-_6c673a461ed201453a954dd4ad363952_M3.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,cat ${1} | sort
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/20.sh_Pcat-1-grep_0c28f6b9a0c141679a62ec7f46eb2368_M1.sh,full_benchmark/curated_mutants/maybe,,True,False,0.00s,,,,"cat ${1} | cut -d ""("" -f 2 | grep ""("" | cut -d "")"" -f 1 | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/20.sh_Pcat-1-grep_0c28f6b9a0c141679a62ec7f46eb2368_M5.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,Incomplete annotations,,"cat ${1} | cut -d ""("" -f 2 | cut -d "")"" -f 1 | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/20.sh_Pcat-1-grep_0c28f6b9a0c141679a62ec7f46eb2368_M6.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | grep ""("" | cut -d "")"" -f 1 | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/20.sh_Pcat-1-grep_0c28f6b9a0c141679a62ec7f46eb2368_M7.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | grep ""("" | cut -d ""("" -f 2 | head -n 1"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M10.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | tr -d ""\\n"" | cut -c 1-4"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M11.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | cut -c 1-4"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M12.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M3.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | tr -d ""\\n"" | cut -c 1-4"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M5.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | cut -c 1-4 | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M7.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | grep ""[A-Z]"" | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | tr -d ""\\n"" | cut -c 1-4"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/23.sh_Pcat-1-tr-_bce81de52b8e9f18c36035999af2fdf8_M9.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | grep ""[A-Z]"" | tr -d ""\\n"" | cut -c 1-4"
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/24.sh_Pcat-1-cut-_56d7e61d429fdefa75084dd552b1b6d2_M3.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/24.sh_Pcat-1-cut-_56d7e61d429fdefa75084dd552b1b6d2_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,cat ${1} | cut -c 1-1
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/25.sh_Pcat-1-cut-_8a9b7c8e1035a4273cdcffd32ddbbd01_M3.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/25.sh_Pcat-1-cut-_8a9b7c8e1035a4273cdcffd32ddbbd01_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,cat ${1} | cut -c 1-2
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/26.sh_Pcat-1-tr-_85d245e0ddfc6e2b9ed5149bae9dd65a_M7.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | tr "" "" ""\\n"" | sed 4d | cut -d ""\"""" -f 2 | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/28.sh_Pcat-1-tr-_64b8eb7f4376a0cb6f71b21a4ba7b5d3_M1.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,"cat ${1} | grep ""[A-Z]"" | tr "" "" ""\\n"" | sed 1d | sed 3d | sed 3d | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | sed 3d | tr -c ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/28.sh_Pcat-1-tr-_64b8eb7f4376a0cb6f71b21a4ba7b5d3_M20.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 3d | sed 3d | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | sed 3d | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/28.sh_Pcat-1-tr-_64b8eb7f4376a0cb6f71b21a4ba7b5d3_M42.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | tr "" "" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 3d | sed 3d | tr ""[a-z]"" ""\\n"" | grep ""[A-Z]"" | sed 3d | tr ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/29.sh_Pcat-1-sed-_09cef0ae6aeeb5416c119485342b0c0d_M16.sh,full_benchmark/curated_mutants/maybe,,True,True,0.03s,,,,"cat ${1} | sed 2d | sed 2d | tr ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/29.sh_Pcat-1-sed-_09cef0ae6aeeb5416c119485342b0c0d_M3.sh,full_benchmark/curated_mutants/maybe,,True,True,0.06s,,,,"cat ${1} | sed 2d | sed 2d | tr -d ""\\n"" | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/29.sh_Pcat-1-sed-_09cef0ae6aeeb5416c119485342b0c0d_M7.sh,full_benchmark/curated_mutants/maybe,,True,True,0.05s,,,,"cat ${1} | sed 2d | sed 2d | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/29.sh_Pcat-1-sed-_09cef0ae6aeeb5416c119485342b0c0d_M8.sh,full_benchmark/curated_mutants/maybe,,True,True,0.03s,,,,"cat ${1} | sed 2d | sed 2d | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/3.sh_Pcat-1-head_1db0c9c78e23ef3620757055f6bb4ae1_M4.sh,full_benchmark/curated_mutants/maybe,,True,True,0.00s,,,,cat ${1} | head -n 2
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/30.sh_Pcat-1-tr-_947a5730e531b8197467769724b0d343_M10.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | sed 1d | sed 2d | sed 3d | sed 4d | tr -c ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/30.sh_Pcat-1-tr-_947a5730e531b8197467769724b0d343_M15.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 2d | sed 3d | sed 4d | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/30.sh_Pcat-1-tr-_947a5730e531b8197467769724b0d343_M16.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 2d | sed 3d | sed 4d | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/30.sh_Pcat-1-tr-_947a5730e531b8197467769724b0d343_M20.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 2d | sed 3d | sed 4d | tr -c ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/30.sh_Pcat-1-tr-_947a5730e531b8197467769724b0d343_M7.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 2d | sed 3d | sed 4d | tr -d ""\\n"" | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/31.sh_Pcat-1-tr-_6dcef67fd581e3c83a589c37328476f5_M11.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | sed 1d | sed 1d | sed 2d | sed 3d | sed 5d | tr -c ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/31.sh_Pcat-1-tr-_6dcef67fd581e3c83a589c37328476f5_M18.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 1d | sed 2d | sed 3d | sed 5d | tr -c ""[A-Z]"" ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/31.sh_Pcat-1-tr-_6dcef67fd581e3c83a589c37328476f5_M22.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 1d | sed 2d | sed 3d | sed 5d | tr -c ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/31.sh_Pcat-1-tr-_6dcef67fd581e3c83a589c37328476f5_M38.sh,full_benchmark/curated_mutants/maybe,,True,True,0.02s,,,,"cat ${1} | tr -c ""[a-z][A-Z]"" ""\\n"" | grep ""[A-Z]"" | sed 1d | sed 1d | sed 2d | sed 3d | sed 5d | tr ""[A-Z]"" ""\\n"" | tr -d ""\\n"""
https://github.com/brown-cs2952r/StreamTypes/blob/main/full_benchmark/curated_mutants/maybe/32.sh_Pcat-1-sed-_3f80257c46b48d4dcaf2092be241a2ee_M19.sh,full_benchmark/curated_mutants/maybe,,True,True,0.01s,,,,"cat ${1} | sed 1d | grep ""Bell"" | cut -f 2 | wc"
